freq/Hz	-Im(Z)/Ohm	Re(Z)/Ohm	
8.1042528E+000	3.4473543E+006	7.3967494E+005
6.0468264E+000	4.9118863E+005	1.8424445E+006
4.5106812E+000	-7.1289900E+005	3.8377898E+006
3.3674569E+000	-9.0327144E+005	2.7600653E+006
2.5136740E+000	-2.7680113E+006	3.3375695E+006
1.8744003E+000	2.7310048E+006	2.5789365E+006
1.3970852E+000	1.5525243E+006	3.9108635E+006
1.0433360E+000	1.2947875E+006	6.9575065E+006
7.7705413E-001	3.7254443E+006	5.5707495E+006
5.7999259E-001	1.0096006E+006	3.8712015E+006
4.3258584E-001	1.3363658E+006	6.6024705E+006
3.2293734E-001	5.2537070E+006	6.7978600E+006
2.4074021E-001	4.0573320E+006	1.1877464E+007
1.7979608E-001	3.7414128E+006	1.1179426E+007
1.3415243E-001	9.6450010E+006	8.2786930E+006
9.9904113E-002	6.0437620E+006	1.2699294E+007
1.0000186E+006	1.6726028E+002	-3.7249453E+000
7.4598238E+005	2.5096182E+002	1.8364158E+000
5.5648750E+005	3.5877698E+002	8.7109013E+000
4.1512953E+005	4.8778937E+002	1.9173088E+001
3.0967934E+005	6.7482965E+002	4.2189915E+001
2.3101619E+005	9.1516150E+002	5.2784355E+001
1.7232964E+005	1.2240283E+003	7.6509338E+001
1.2855367E+005	1.6357347E+003	1.1097492E+002
9.5902617E+004	2.1957668E+003	1.9836884E+002
7.1537258E+004	2.9465066E+003	2.7241693E+002
5.3369953E+004	3.8912515E+003	5.4904260E+002
3.9814063E+004	4.9828481E+003	7.4571100E+002
2.9700492E+004	6.5439448E+003	1.4220464E+003
2.2157064E+004	8.4386074E+003	2.3804194E+003
1.6525014E+004	1.0618352E+004	4.0334089E+003
1.2331135E+004	1.3402025E+004	5.9199209E+003
9.2288525E+003	1.5200201E+004	9.0970635E+003
6.9032866E+003	1.6451607E+004	1.3383504E+004
5.1200850E+003	1.8910037E+004	1.7237326E+004
3.8163364E+003	1.9305229E+004	2.2590459E+004
2.8472668E+003	1.8034568E+004	2.6650438E+004
2.1256799E+003	1.4807246E+004	3.0293543E+004
1.5855076E+003	1.5918833E+004	3.2759832E+004
1.1818910E+003	1.5098974E+004	3.5405254E+004
8.8141022E+002	1.5208802E+004	3.7643074E+004
6.5768494E+002	1.4853314E+004	3.9770063E+004
4.9078522E+002	1.5695195E+004	4.1389172E+004
3.6605426E+002	1.6904330E+004	4.3636871E+004
2.7299075E+002	1.8431482E+004	4.5374945E+004
2.0376114E+002	2.0867811E+004	4.7614184E+004
1.5199416E+002	2.3936484E+004	5.0698043E+004
1.1343907E+002	2.9197195E+004	5.3550684E+004
8.4593941E+001	3.3577039E+004	5.6399477E+004
6.3082302E+001	4.0462523E+004	5.9774129E+004
4.7063255E+001	4.7222855E+004	6.5109473E+004
3.5101093E+001	5.8844891E+004	7.0380664E+004
2.6181301E+001	7.0453922E+004	7.6898117E+004
1.9531252E+001	8.7324773E+004	8.3016648E+004
1.4575557E+001	1.0824742E+005	9.4749547E+004
1.0880919E+001	1.3351359E+005	9.9882695E+004
8.1042528E+000	1.6699781E+005	1.0891441E+005
6.0468264E+000	2.0275334E+005	1.2671627E+005
4.5106812E+000	2.5541550E+005	1.3566292E+005
3.3674569E+000	3.2484053E+005	1.5341486E+005
2.5136740E+000	4.2317409E+005	1.7840680E+005
1.8744003E+000	5.5940625E+005	2.1713042E+005
1.3970852E+000	6.7486081E+005	2.5635953E+005
1.0433360E+000	8.7682894E+005	2.9137944E+005
7.7705413E-001	1.0562620E+006	3.1178147E+005
5.7999259E-001	2.8841932E+004	6.4239125E+005
4.3258584E-001	1.8513411E+006	4.6505859E+005
3.2293734E-001	2.1105908E+006	7.7738056E+005
2.4074021E-001	2.9417840E+006	1.4309940E+006
1.7979608E-001	3.7761073E+006	1.0031613E+006
1.3415243E-001	4.3567910E+006	1.5461814E+006
9.9904113E-002	5.7876035E+006	1.7001049E+006
1.0000186E+006	1.6373882E+002	7.9981744E-001
7.4598238E+005	2.5078241E+002	6.2454228E+000
5.5648750E+005	3.5875113E+002	5.9780068E+000
4.1512953E+005	4.8927740E+002	9.2692709E+000
3.0967934E+005	6.8679016E+002	2.8061892E+001
2.3101619E+005	9.2706403E+002	2.6851471E+001
1.7232964E+005	1.2517069E+003	3.7679626E+001
1.2855367E+005	1.6504635E+003	5.2699371E+001
9.5902617E+004	2.2402896E+003	6.6280846E+001
7.1537258E+004	2.9649812E+003	9.0973351E+001
5.3369953E+004	3.9828372E+003	2.1016289E+002
3.9814063E+004	5.2638818E+003	6.2288059E+001
2.9700492E+004	6.9720894E+003	7.4568069E+001
2.2157064E+004	9.3815088E+003	1.1391717E+002
1.6525014E+004	1.2544464E+004	4.1667993E+002
1.2331135E+004	1.7196885E+004	8.5246686E+002
9.2288525E+003	2.2299922E+004	1.0448885E+003
6.9032866E+003	3.0146998E+004	2.2698350E+003
5.1200850E+003	4.0015957E+004	2.6504644E+003
3.8163364E+003	5.2144863E+004	5.7706699E+003
2.8472668E+003	6.9934477E+004	1.0469110E+004
2.1256799E+003	9.0624547E+004	1.2525537E+004
1.5855076E+003	1.1649198E+005	1.7913004E+004
1.1818910E+003	1.5252727E+005	2.2838826E+004
8.8141022E+002	1.9702703E+005	3.9669059E+004
6.5768494E+002	2.6213864E+005	4.6201281E+004
4.9078522E+002	3.2205641E+005	6.2929332E+004
3.6605426E+002	4.2970372E+005	7.4929969E+004
2.7299075E+002	5.4264419E+005	1.4501947E+005
2.0376114E+002	6.9940806E+005	1.1439809E+005
1.5199416E+002	8.8905000E+005	1.2979831E+005
1.1343907E+002	1.1965806E+006	2.5059397E+005
8.4593941E+001	1.2196938E+006	1.7923839E+005
6.3082302E+001	1.1777206E+006	5.2205078E+005
4.7063255E+001	1.4570931E+006	4.3532456E+005
3.5101093E+001	1.6215796E+006	1.0672524E+006
2.6181301E+001	3.6576547E+005	1.5243629E+006
1.9531252E+001	-1.8731364E+005	2.1415310E+006
1.4575557E+001	1.6421974E+006	1.3650394E+006
1.0880919E+001	-5.4440506E+005	2.5929075E+006
8.1042528E+000	2.2030233E+006	1.8947643E+006
6.0468264E+000	-7.1474281E+005	3.3154700E+006
4.5106812E+000	-7.2207975E+005	2.8560923E+006
3.3674569E+000	-7.8154969E+005	3.6419308E+006
2.5136740E+000	1.0796273E+006	2.9807273E+006
1.8744003E+000	-3.0748209E+005	3.5543743E+006
1.3970852E+000	1.5121413E+006	2.6142535E+006
1.0433360E+000	3.3803443E+006	3.2523448E+006
7.7705413E-001	-2.2502040E+006	5.2724980E+006
5.7999259E-001	6.4018294E+005	1.3412970E+006
4.3258584E-001	1.6543943E+006	6.8515755E+006
3.2293734E-001	1.0014281E+006	6.9120340E+006
2.4074021E-001	5.6393065E+006	1.0112530E+007
1.7979608E-001	-1.1263949E+006	1.4843967E+007
1.3415243E-001	3.4810435E+006	9.8472190E+006
9.9904113E-002	3.7241808E+006	1.0409780E+007
1.0000186E+006	1.6273586E+002	9.9034195E+000
7.4598238E+005	2.3808282E+002	1.2966443E+001
5.5648750E+005	3.3345056E+002	5.1313770E+001
4.1512953E+005	4.4872202E+002	9.5069496E+001
3.0967934E+005	5.8353900E+002	1.8055530E+002
2.3101619E+005	7.4451819E+002	2.8941727E+002
1.7232964E+005	9.2669623E+002	4.4709650E+002
1.2855367E+005	1.0755201E+003	6.8327612E+002
9.5902617E+004	1.2120488E+003	9.8631635E+002
7.1537258E+004	1.2346958E+003	1.2983915E+003
5.3369953E+004	1.2184070E+003	1.6287157E+003
3.9814063E+004	1.1432493E+003	1.9309930E+003
2.9700492E+004	1.0402755E+003	2.1954634E+003
2.2157064E+004	7.7953516E+002	2.3798315E+003
1.6525014E+004	7.1072345E+002	2.5626538E+003
1.2331135E+004	6.5362268E+002	2.5500522E+003
9.2288525E+003	5.4143567E+002	2.5855000E+003
6.9032866E+003	5.5724878E+002	2.7694409E+003
5.1200850E+003	5.4657037E+002	2.7443250E+003
3.8163364E+003	5.2035370E+002	2.8003301E+003
2.8472668E+003	4.6502258E+002	2.8651792E+003
2.1256799E+003	6.1892877E+002	2.8676157E+003
1.5855076E+003	5.9527942E+002	2.9153882E+003
1.1818910E+003	6.4330621E+002	2.9732012E+003
8.8141022E+002	9.0724481E+002	3.1547188E+003
6.5768494E+002	1.0865374E+003	3.2509915E+003
4.9078522E+002	1.3065540E+003	3.3603118E+003
3.6605426E+002	1.5912800E+003	3.4878181E+003
2.7299075E+002	1.9521206E+003	3.6135330E+003
2.0376114E+002	2.3790754E+003	3.8267986E+003
1.5199416E+002	2.9369658E+003	4.0284729E+003
1.1343907E+002	3.6665081E+003	4.3243506E+003
8.4593941E+001	4.5608110E+003	4.6679380E+003
6.3082302E+001	5.6834302E+003	5.0241514E+003
4.7063255E+001	7.2838750E+003	5.3238047E+003
3.5101093E+001	9.2707871E+003	5.9258994E+003
2.6181301E+001	1.1185394E+004	6.9368657E+003
1.9531252E+001	1.4497522E+004	7.6633052E+003
1.4575557E+001	1.8462023E+004	8.7888105E+003
1.0880919E+001	2.3254195E+004	1.0249931E+004
8.1042528E+000	2.9643488E+004	1.2209156E+004
6.0468264E+000	3.7445305E+004	1.4401094E+004
4.5106812E+000	4.7586121E+004	1.7809605E+004
3.3674569E+000	6.0555793E+004	2.1251051E+004
2.5136740E+000	7.6703477E+004	2.5496334E+004
1.8744003E+000	9.6811094E+004	3.2663287E+004
1.3970852E+000	1.2298986E+005	4.0108391E+004
1.0433360E+000	1.5460788E+005	5.1555422E+004
7.7705413E-001	1.9845294E+005	6.4560023E+004
5.7999259E-001	2.1289045E+005	6.1332641E+004
4.3258584E-001	3.1293441E+005	1.0180604E+005
3.2293734E-001	3.9271125E+005	1.2608834E+005
2.4074021E-001	4.9272969E+005	1.6760344E+005
1.7979608E-001	6.2758431E+005	2.2637914E+005
1.3415243E-001	7.7980113E+005	2.7738819E+005
9.9904113E-002	9.9774025E+005	3.3473884E+005
1.0000186E+006	1.4625114E+002	1.9924191E+001
7.4598238E+005	2.2228368E+002	6.4089961E+000
5.5648750E+005	3.1112527E+002	1.5303446E+001
4.1512953E+005	4.2059055E+002	2.5575294E+001
3.0967934E+005	5.7702185E+002	4.2721817E+001
2.3101619E+005	7.6206116E+002	5.9191017E+001
1.7232964E+005	1.0316005E+003	8.7323715E+001
1.2855367E+005	1.3760017E+003	1.3504935E+002
9.5902617E+004	1.7663926E+003	2.2242189E+002
7.1537258E+004	2.3653625E+003	2.4157799E+002
5.3369953E+004	3.1057998E+003	4.5434769E+002
3.9814063E+004	3.9877988E+003	4.1648193E+002
2.9700492E+004	5.3588989E+003	8.2427356E+002
2.2157064E+004	6.9505278E+003	1.3694154E+003
1.6525014E+004	8.8819746E+003	2.1377322E+003
1.2331135E+004	1.1408021E+004	3.4341658E+003
9.2288525E+003	1.4404114E+004	4.4694307E+003
6.9032866E+003	1.7216809E+004	7.6456104E+003
5.1200850E+003	2.1705734E+004	1.1885639E+004
3.8163364E+003	2.6231602E+004	1.5220448E+004
2.8472668E+003	2.8583705E+004	2.2450889E+004
2.1256799E+003	3.0739479E+004	2.9543578E+004
1.5855076E+003	3.2753125E+004	3.7494109E+004
1.1818910E+003	3.2786113E+004	4.4846750E+004
8.8141022E+002	3.1454633E+004	5.2413688E+004
6.5768494E+002	2.9783629E+004	5.8859910E+004
4.9078522E+002	2.7685484E+004	6.4593270E+004
3.6605426E+002	2.5654564E+004	7.0301023E+004
2.7299075E+002	2.3346949E+004	7.2915391E+004
2.0376114E+002	2.2533047E+004	7.7959586E+004
1.5199416E+002	2.1990723E+004	8.0281102E+004
1.1343907E+002	2.0426467E+004	8.3974406E+004
8.4593941E+001	2.2349350E+004	8.4904813E+004
6.3082302E+001	2.2934270E+004	8.9310805E+004
4.7063255E+001	2.6763186E+004	9.1216430E+004
3.5101093E+001	2.8324723E+004	9.7866023E+004
2.6181301E+001	3.3606324E+004	1.0060074E+005
1.9531252E+001	3.8180410E+004	1.0420647E+005
1.4575557E+001	4.0292383E+004	1.0874173E+005
1.0880919E+001	4.8173758E+004	1.1425398E+005
8.1042528E+000	5.7143934E+004	1.2138866E+005
6.0468264E+000	6.7763578E+004	1.2714823E+005
4.5106812E+000	8.0213203E+004	1.3403097E+005
3.3674569E+000	9.6040195E+004	1.4554159E+005
2.5136740E+000	1.0832911E+005	1.5870800E+005
1.8744003E+000	1.3498328E+005	1.6801413E+005
1.3970852E+000	1.6416448E+005	1.9461661E+005
1.0433360E+000	1.9433814E+005	2.1173588E+005
7.7705413E-001	2.3291169E+005	2.2863567E+005
5.7999259E-001	3.0492831E+005	2.8869884E+005
4.3258584E-001	3.6285463E+005	2.9691388E+005
3.2293734E-001	4.4762113E+005	3.2332744E+005
2.4074021E-001	5.1591944E+005	3.8608044E+005
1.7979608E-001	6.4691044E+005	4.6881894E+005
1.3415243E-001	8.0418306E+005	5.2467394E+005
9.9904113E-002	9.9287688E+005	6.4062563E+005
1.0000186E+006	1.3055949E+002	-3.2224143E-001
7.4598238E+005	1.9616629E+002	1.1946071E+001
5.5648750E+005	2.7251007E+002	2.8576757E+001
4.1512953E+005	3.6480673E+002	4.5831387E+001
3.0967934E+005	4.8202957E+002	7.5816299E+001
2.3101619E+005	6.4715137E+002	1.1239192E+002
1.7232964E+005	8.6043860E+002	1.7299963E+002
1.2855367E+005	1.1064530E+003	2.6214709E+002
9.5902617E+004	1.4061003E+003	4.1959616E+002
7.1537258E+004	1.8165950E+003	6.3282098E+002
5.3369953E+004	2.2272209E+003	1.0152067E+003
3.9814063E+004	2.6210730E+003	1.3957418E+003
2.9700492E+004	3.1072617E+003	2.0678203E+003
2.2157064E+004	3.4383518E+003	2.7996748E+003
1.6525014E+004	3.6360278E+003	3.6350110E+003
1.2331135E+004	3.6853879E+003	4.5722305E+003
9.2288525E+003	3.6096521E+003	5.2859185E+003
6.9032866E+003	3.4600005E+003	6.1054370E+003
5.1200850E+003	3.3328269E+003	6.7507158E+003
3.8163364E+003	3.2359592E+003	7.2218462E+003
2.8472668E+003	3.2725869E+003	7.5328618E+003
2.1256799E+003	3.3528081E+003	8.2073516E+003
1.5855076E+003	3.4278425E+003	8.5079346E+003
1.1818910E+003	3.5468362E+003	9.0796338E+003
8.8141022E+002	4.1243813E+003	9.5895830E+003
6.5768494E+002	4.4033906E+003	1.0133205E+004
4.9078522E+002	5.3791143E+003	1.0757997E+004
3.6605426E+002	5.8582207E+003	1.1359322E+004
2.7299075E+002	7.0120938E+003	1.2087500E+004
2.0376114E+002	8.1940791E+003	1.3352266E+004
1.5199416E+002	9.6794121E+003	1.4463585E+004
1.1343907E+002	1.0950535E+004	1.5373749E+004
8.4593941E+001	1.3239115E+004	1.7435248E+004
6.3082302E+001	1.5449246E+004	1.9412605E+004
4.7063255E+001	1.8305326E+004	2.1637453E+004
3.5101093E+001	2.1133160E+004	2.4319646E+004
2.6181301E+001	2.4864348E+004	2.7415852E+004
1.9531252E+001	2.8732500E+004	3.0695605E+004
1.4575557E+001	3.4241445E+004	3.5632047E+004
1.0880919E+001	4.1399559E+004	3.9226707E+004
8.1042528E+000	4.8131789E+004	4.5163313E+004
6.0468264E+000	5.8484531E+004	5.0838434E+004
4.5106812E+000	6.9633375E+004	5.8369777E+004
3.3674569E+000	8.0455086E+004	6.8118891E+004
2.5136740E+000	9.7562758E+004	7.5657008E+004
1.8744003E+000	1.1906973E+005	8.6607125E+004
1.3970852E+000	1.4455920E+005	1.0565517E+005
1.0433360E+000	1.7953578E+005	1.2210684E+005
7.7705413E-001	2.1236389E+005	1.4718506E+005
5.7999259E-001	2.6506553E+005	1.8995528E+005
4.3258584E-001	3.1547284E+005	2.0889472E+005
3.2293734E-001	3.9183844E+005	2.4972331E+005
2.4074021E-001	4.7450413E+005	2.9988700E+005
1.7979608E-001	5.7064119E+005	3.7633094E+005
1.3415243E-001	6.6876794E+005	4.5691469E+005
9.9904113E-002	8.2320713E+005	5.6299650E+005
1.0000186E+006	1.7827933E+002	6.7687578E+000
7.4598238E+005	2.4508470E+002	1.0499700E+001
5.5648750E+005	3.4723666E+002	2.0477196E+001
4.1512953E+005	4.7120197E+002	3.5825790E+001
3.0967934E+005	6.5390863E+002	6.8633728E+001
2.3101619E+005	8.6451697E+002	1.0691663E+002
1.7232964E+005	1.1467324E+003	1.5811179E+002
1.2855367E+005	1.5041385E+003	2.4869197E+002
9.5902617E+004	1.9775438E+003	3.2568619E+002
7.1537258E+004	2.5619189E+003	6.1530316E+002
5.3369953E+004	3.2713767E+003	8.4502484E+002
3.9814063E+004	4.0895022E+003	1.2159270E+003
2.9700492E+004	5.3875083E+003	1.9845714E+003
2.2157064E+004	6.6810259E+003	3.0529546E+003
1.6525014E+004	7.8817793E+003	4.5932466E+003
1.2331135E+004	9.0391211E+003	6.5105171E+003
9.2288525E+003	9.8908096E+003	8.5566943E+003
6.9032866E+003	1.0009541E+004	1.1576949E+004
5.1200850E+003	1.0290900E+004	1.3750886E+004
3.8163364E+003	9.2689619E+003	1.6393605E+004
2.8472668E+003	8.3186553E+003	1.8169359E+004
2.1256799E+003	7.5342422E+003	1.9329465E+004
1.5855076E+003	6.5449375E+003	2.1632658E+004
1.1818910E+003	6.8913809E+003	2.1949787E+004
8.8141022E+002	5.4359141E+003	2.2234477E+004
6.5768494E+002	4.8106860E+003	2.2858133E+004
4.9078522E+002	5.5634453E+003	2.3453830E+004
3.6605426E+002	6.3322305E+003	2.5357643E+004
2.7299075E+002	5.7652642E+003	2.5634498E+004
2.0376114E+002	6.0667861E+003	2.6307494E+004
1.5199416E+002	6.5990830E+003	2.7251139E+004
1.1343907E+002	7.1422539E+003	2.8236811E+004
8.4593941E+001	7.9548477E+003	2.9084865E+004
6.3082302E+001	9.1573965E+003	3.0036439E+004
4.7063255E+001	1.0946512E+004	3.1522408E+004
3.5101093E+001	1.2514014E+004	3.2857527E+004
2.6181301E+001	1.4467491E+004	3.4425398E+004
1.9531252E+001	1.7561287E+004	3.6139695E+004
1.4575557E+001	2.0766676E+004	3.8498578E+004
1.0880919E+001	2.4931346E+004	4.0571465E+004
8.1042528E+000	3.0042160E+004	4.3216586E+004
6.0468264E+000	3.6632133E+004	4.7074141E+004
4.5106812E+000	4.5590230E+004	5.0508227E+004
3.3674569E+000	5.6266855E+004	5.5405762E+004
2.5136740E+000	6.8494164E+004	6.0636488E+004
1.8744003E+000	8.5503922E+004	6.6546828E+004
1.3970852E+000	1.0686162E+005	7.3843773E+004
1.0433360E+000	1.3225944E+005	8.6330492E+004
7.7705413E-001	1.6549866E+005	9.9914109E+004
5.7999259E-001	2.1209011E+005	1.1291825E+005
4.3258584E-001	2.6080492E+005	1.3510836E+005
3.2293734E-001	3.2739459E+005	1.6028691E+005
2.4074021E-001	4.0828653E+005	1.9799219E+005
1.7979608E-001	5.0894572E+005	2.4381897E+005
1.3415243E-001	6.4624031E+005	3.0121194E+005
9.9904113E-002	8.0026313E+005	3.6850931E+005
1.0000186E+006	1.6662759E+002	9.9612513E+000
7.4598238E+005	2.4388976E+002	5.6603317E+000
5.5648750E+005	3.6241946E+002	8.4979076E+000
4.1512953E+005	4.9295273E+002	1.0434829E+001
3.0967934E+005	6.8720575E+002	3.4671162E+001
2.3101619E+005	9.1874835E+002	3.2391865E+001
1.7232964E+005	1.2560021E+003	5.5023289E+001
1.2855367E+005	1.6776121E+003	6.4290977E+001
9.5902617E+004	2.2781653E+003	1.0683234E+002
7.1537258E+004	3.0010232E+003	1.5043858E+002
5.3369953E+004	4.0898013E+003	-1.5019962E+001
3.9814063E+004	5.2612051E+003	1.4318747E+002
2.9700492E+004	7.0687256E+003	2.7019455E+002
2.2157064E+004	9.5357813E+003	5.9891779E+002
1.6525014E+004	1.2561672E+004	7.7718494E+002
1.2331135E+004	1.6585975E+004	1.5650374E+003
9.2288525E+003	2.2062947E+004	2.1082930E+003
6.9032866E+003	2.9389098E+004	4.8303052E+003
5.1200850E+003	3.6611020E+004	6.8366514E+003
3.8163364E+003	4.9526742E+004	1.1032032E+004
2.8472668E+003	6.4101469E+004	1.7623709E+004
2.1256799E+003	8.3360063E+004	2.9106453E+004
1.5855076E+003	1.0123446E+005	4.3347793E+004
1.1818910E+003	1.1860548E+005	6.2938035E+004
8.8141022E+002	1.4180913E+005	9.2857789E+004
6.5768494E+002	1.5425447E+005	1.2331389E+005
4.9078522E+002	1.7388664E+005	1.4723948E+005
3.6605426E+002	1.7449477E+005	1.8914944E+005
2.7299075E+002	1.7433278E+005	2.4017802E+005
2.0376114E+002	1.7860725E+005	2.8691941E+005
1.5199416E+002	1.9407792E+005	3.1492244E+005
1.1343907E+002	1.7321656E+005	3.4047909E+005
8.4593941E+001	2.1729363E+005	3.6925031E+005
6.3082302E+001	2.1638302E+005	3.7479806E+005
4.7063255E+001	2.3475059E+005	4.2660466E+005
3.5101093E+001	2.2733866E+005	4.3400447E+005
2.6181301E+001	2.4163108E+005	5.3217888E+005
1.9531252E+001	2.7891328E+005	5.3339144E+005
1.4575557E+001	3.7310603E+005	5.7666756E+005
1.0880919E+001	2.5585314E+005	7.1715788E+005
8.1042528E+000	4.1861784E+005	6.4862588E+005
6.0468264E+000	5.1242053E+005	8.0534856E+005
4.5106812E+000	5.1348188E+005	7.6505350E+005
3.3674569E+000	7.6618925E+005	8.8244331E+005
2.5136740E+000	4.3843131E+005	1.1935279E+006
1.8744003E+000	7.4995125E+005	1.2349463E+006
1.3970852E+000	1.1863278E+006	1.1980991E+006
1.0433360E+000	1.5194749E+006	1.2955159E+006
7.7705413E-001	1.5909281E+006	1.4714684E+006
5.7999259E-001	1.7964373E+006	1.6666169E+006
4.3258584E-001	2.2805815E+006	1.9997783E+006
3.2293734E-001	6.5548550E+005	1.7803934E+006
2.4074021E-001	3.7105138E+006	2.4674553E+006
1.7979608E-001	3.7241855E+006	3.5198363E+006
1.3415243E-001	5.3042300E+006	4.9909695E+006
9.9904113E-002	6.5038860E+006	4.5685765E+006
1.0000186E+006	1.7517429E+002	1.1445678E+001
7.4598238E+005	2.5069696E+002	7.5500496E-003
5.5648750E+005	3.5760941E+002	3.2817192E+000
4.1512953E+005	4.8844601E+002	1.0788223E+001
3.0967934E+005	6.8506262E+002	3.5567371E+001
2.3101619E+005	9.2491504E+002	3.0811611E+001
1.7232964E+005	1.2498978E+003	5.8638130E+001
1.2855367E+005	1.6322178E+003	6.4014404E+001
9.5902617E+004	2.1975737E+003	4.0266766E+001
7.1537258E+004	2.9039836E+003	8.4093971E+001
5.3369953E+004	3.8932280E+003	2.7469489E+002
3.9814063E+004	5.1385918E+003	1.1911961E+002
2.9700492E+004	6.9760669E+003	2.6175671E+002
2.2157064E+004	9.2772383E+003	1.9601114E+002
1.6525014E+004	1.2292196E+004	7.5772809E+002
1.2331135E+004	1.6743336E+004	8.5623938E+002
9.2288525E+003	2.2338020E+004	1.7468995E+003
6.9032866E+003	2.8409439E+004	3.4368503E+003
5.1200850E+003	3.8606102E+004	6.6093081E+003
3.8163364E+003	5.0167441E+004	1.0198885E+004
2.8472668E+003	6.5964289E+004	1.5709154E+004
2.1256799E+003	8.3701219E+004	2.3849893E+004
1.5855076E+003	1.0289571E+005	4.2840563E+004
1.1818910E+003	1.2517983E+005	5.4439785E+004
8.8141022E+002	1.5056773E+005	8.8369930E+004
6.5768494E+002	1.7236386E+005	1.2465981E+005
4.9078522E+002	1.9395463E+005	1.6719158E+005
3.6605426E+002	1.9200628E+005	2.3191089E+005
2.7299075E+002	1.8723047E+005	2.3607538E+005
2.0376114E+002	1.8758128E+005	3.0191947E+005
1.5199416E+002	1.9372361E+005	3.2731484E+005
1.1343907E+002	1.5936483E+005	3.8684959E+005
8.4593941E+001	1.9205320E+005	3.8434366E+005
6.3082302E+001	1.9703983E+005	4.3068997E+005
4.7063255E+001	1.4996898E+005	4.2099372E+005
3.5101093E+001	1.9041422E+005	4.7452003E+005
2.6181301E+001	2.6649778E+005	5.1314644E+005
1.9531252E+001	2.1905152E+005	5.4790638E+005
1.4575557E+001	2.2553291E+005	6.1240031E+005
1.0880919E+001	2.9012866E+005	6.1130131E+005
8.1042528E+000	3.2009888E+005	6.6958463E+005
6.0468264E+000	3.0380359E+005	6.6719519E+005
4.5106812E+000	3.6949647E+005	6.4353181E+005
3.3674569E+000	3.7954716E+005	6.3605538E+005
2.5136740E+000	4.9243972E+005	8.0855581E+005
1.8744003E+000	5.7967994E+005	9.6539144E+005
1.3970852E+000	7.8969606E+005	9.7568819E+005
1.0433360E+000	9.3038556E+005	1.0110433E+006
7.7705413E-001	1.0372578E+006	1.3587481E+006
5.7999259E-001	1.4927276E+006	1.3184560E+006
4.3258584E-001	1.6398884E+006	1.6927884E+006
3.2293734E-001	2.1831550E+006	1.5876013E+006
2.4074021E-001	2.5327645E+006	2.0741723E+006
1.7979608E-001	2.7221425E+006	2.5896790E+006
1.3415243E-001	4.0439688E+006	2.5006930E+006
9.9904113E-002	4.3678190E+006	3.4643083E+006
1.0000186E+006	1.7047391E+002	1.8156164E+001
7.4598238E+005	2.5181560E+002	1.0539359E+001
5.5648750E+005	3.5255933E+002	1.2506096E+001
4.1512953E+005	4.8098071E+002	1.7795118E+001
3.0967934E+005	6.7670111E+002	3.2962372E+001
2.3101619E+005	9.0664148E+002	5.4226006E+001
1.7232964E+005	1.2087417E+003	8.5966965E+001
1.2855367E+005	1.6366995E+003	1.2195329E+002
9.5902617E+004	2.1468679E+003	2.1373105E+002
7.1537258E+004	2.8350610E+003	2.3578595E+002
5.3369953E+004	3.6514666E+003	3.7035733E+002
3.9814063E+004	4.9106069E+003	9.0088910E+002
2.9700492E+004	6.4179751E+003	8.1903815E+002
2.2157064E+004	8.3086123E+003	1.1951351E+003
1.6525014E+004	1.0801116E+004	1.9413654E+003
1.2331135E+004	1.3991332E+004	2.7249822E+003
9.2288525E+003	1.7512023E+004	4.0387866E+003
6.9032866E+003	2.2750504E+004	5.0344053E+003
5.1200850E+003	2.9054703E+004	7.6200625E+003
3.8163364E+003	3.3097211E+004	1.1753585E+004
2.8472668E+003	4.4086391E+004	1.5548272E+004
2.1256799E+003	5.3830148E+004	2.0012324E+004
1.5855076E+003	6.6788453E+004	2.4146002E+004
1.1818910E+003	8.2476461E+004	2.8457893E+004
8.8141022E+002	1.0787580E+005	3.6433391E+004
6.5768494E+002	1.3473122E+005	4.1041488E+004
4.9078522E+002	1.7523025E+005	5.4383215E+004
3.6605426E+002	2.2331505E+005	6.2665738E+004
2.7299075E+002	2.7851813E+005	5.6203508E+004
2.0376114E+002	3.6083856E+005	9.4617320E+004
1.5199416E+002	4.4547700E+005	1.5522256E+005
1.1343907E+002	5.4115313E+005	1.7006211E+005
8.4593941E+001	8.1573431E+005	4.1646906E+004
6.3082302E+001	1.0873395E+006	1.8767213E+005
4.7063255E+001	1.3793403E+006	4.1798481E+005
3.5101093E+001	1.7357140E+006	4.1985419E+005
2.6181301E+001	1.4230814E+006	6.7588781E+005
1.9531252E+001	7.9149144E+005	1.4135544E+006
1.4575557E+001	-4.4816747E+005	1.4600019E+006
1.0880919E+001	1.6601218E+006	7.3290063E+005
8.1042528E+000	2.7971285E+006	2.7418140E+006
6.0468264E+000	-1.1665431E+006	2.4183803E+006
4.5106812E+000	1.3061600E+006	2.2033695E+006
3.3674569E+000	-7.1333856E+005	2.3254483E+006
2.5136740E+000	1.4002718E+006	2.6602300E+006
1.8744003E+000	8.5203244E+005	3.2937868E+006
1.3970852E+000	-2.5823565E+006	3.9705398E+006
1.0433360E+000	8.6730056E+005	4.9613390E+006
7.7705413E-001	3.3506975E+006	3.5603183E+006
5.7999259E-001	5.1696355E+006	4.2207905E+006
4.3258584E-001	2.6079210E+006	8.7794170E+006
3.2293734E-001	-2.4276200E+006	2.6776105E+006
